Rec_Id,speaker,timestamp,utterance,annotation,source,utterance_length,Game_ID,voted_for,end_role,votes_target,winner
211,brett,07:58,"Dylan, you're playing this so weird.",No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Troublemaker,dan,Villagers
4,ed,02:04,I saw that Dan was a mason.,Identity Declaration,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
4,ed,02:04,I saw that Dan was a mason.,Evidence,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
22,ed,02:38,I was the seer.,Identity Declaration,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
32,ed,03:01,"I'm what you were, apparently. So it doesn't help you to not say.",Defense,Youtube,13,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
76,ed,04:15,I feel like maybe Brett and Dylan are both werewolves.,Accusation,Youtube,10,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
94,ed,04:55,Yeah.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
99,ed,05:03,I've been telling the truth.,No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
133,ed,06:02,Wait a minute.,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
147,ed,06:19,"101% is very unbelievable, just saying.",No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
149,ed,06:24,It's a werewolf number.,Accusation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
153,ed,06:31,So now Brett and Dan are werewolves.,Accusation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
156,ed,06:41,Yes.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
164,ed,06:56,So you're saying he's the only werewolf.,Interrogation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
183,ed,07:19,"Katie, are you a werewolf?",Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
185,ed,07:29,"Katie, you're a werewolf? Who were you?",Interrogation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
200,ed,07:48,We don't know.,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
202,ed,07:51,We don't know!,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
206,ed,07:54,We got five seconds.,No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Seer,dan,Villagers
5,dan,02:07,That is accurate.,Identity Declaration,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
5,dan,02:07,That is accurate.,Evidence,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
8,dan,02:09,I didn't see anybody. I was the only one.,Evidence,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
10,dan,02:12,"I'm the only mason, yep.",Identity Declaration,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
10,dan,02:12,"I'm the only mason, yep.",Evidence,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
12,dan,02:14,Unless someone swapped it.,Accusation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
25,dan,02:39,I feel like we just gave Dylan a lot of information without making him tell us anything.,No Strategy,Youtube,17,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
51,dan,03:40,"On the other hand, why is Brett causing all this trouble if he's not a werewolf?",Interrogation,Youtube,16,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
55,dan,03:47,It is all about that.,No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
60,dan,03:52,I was a mason.,Identity Declaration,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
64,dan,03:57,Am I a wolf boy?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
73,dan,04:09,Did you actually swap them?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
82,dan,04:30,Could I go just check it real quick and I'll be back?,No Strategy,Youtube,12,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
84,dan,04:30,That makes sense.,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
101,dan,05:03,"That's pretty boring, I know.",No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
112,dan,05:25,"No, watch the whole video.",No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
132,dan,06:01,"Okay, so-",No Strategy,Youtube,2,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
135,dan,06:05,"... Audrey's actually the werewolf, is what we're saying?",Interrogation,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
145,dan,06:15,"Oh, that doesn't add up though.",No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
159,dan,06:49,"No, if there's two werewolves, he can't look at the middle.",No Strategy,Youtube,11,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
162,dan,06:54,He was lying about that.,Accusation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
168,dan,07:02,"Maybe if one of us is the werewolf maybe, and Audrey is the werewolf, then everyone should just vote for Audrey.",Accusation,Youtube,21,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
168,dan,07:02,"Maybe if one of us is the werewolf maybe, and Audrey is the werewolf, then everyone should just vote for Audrey.",Call for Action,Youtube,21,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
179,dan,07:19,"Yeah, because we don't care at all.",No Strategy,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
182,dan,07:19,Not interested.,No Strategy,Youtube,2,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
184,dan,07:28,What are you? We have 30 seconds. What are you?,Interrogation,Youtube,10,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
192,dan,07:41,I'm voting for Audrey.,Call for Action,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
194,dan,07:41,"I'm not going to, all right, fine, I'm voting for Dan.",Call for Action,Youtube,11,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
196,dan,07:45,"You're right, I'm going to vote for Dan. You've convinced me.",Call for Action,Youtube,11,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
6,katie,02:08,Okay.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
16,katie,02:26,Says a werewolf.,Accusation,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
19,katie,02:34,So were you the troublemaker?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
21,katie,02:37,So you were the seer.,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
26,katie,02:44,Yeah.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
34,katie,03:09,Because you do that all the time.,Defense,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
42,katie,03:27,Because you're the robber and you stole from them?,Interrogation,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
44,katie,03:30,So then you'd be swapped back.,No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
50,katie,03:39,That's how you play the game.,No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
53,katie,03:42,Are you supposed to,No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
72,katie,04:07,But he's smiling when he says it. So I don't believe it.,Accusation,Youtube,12,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
74,katie,04:10,Did you actually? He's playing you.,Accusation,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
74,katie,04:10,Did you actually? He's playing you.,Interrogation,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
78,katie,04:19,Are they in it together?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
80,katie,04:27,A couple weeks from now.,No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
83,katie,04:30,"Yeah, I'm just going to check real fast.",No Strategy,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
96,katie,04:57,Because no one else has said they're a villager.,No Strategy,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
106,katie,05:15,Next in the playlist.,No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
108,katie,05:19,Do you make playlists on your channel or no?,No Strategy,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
110,katie,05:22,"Yeah, you go to the next one.",No Strategy,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
117,katie,05:34,"Wait, there's only one villager then.",No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
120,katie,05:41,"I believe her. Yeah, no, I believe her.",Defense,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
124,katie,05:44,I don't know.,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
129,katie,05:51,Effective.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
136,katie,06:05,"No, I think Audrey's the villager.",Accusation,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
136,katie,06:05,"No, I think Audrey's the villager.",Defense,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
141,katie,06:10,Did you actually trouble-make?,Interrogation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
143,katie,06:12,Those two?,Interrogation,Youtube,2,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
146,katie,06:18,"Yeah, that's over 100.",No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
148,katie,06:22,Sounds like a very specific number.,No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
150,katie,06:26,"So wait, Dylan, were you actually the werewolf?",Interrogation,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
155,katie,06:39,"Yeah, because if he didn't trouble-make, then Dylan would still be a werewolf.",Accusation,Youtube,13,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
171,katie,07:08,He just doesn't want to be voted for.,Accusation,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
173,katie,07:10,But I also maybe think that Audrey is guilty now because she's so passionately trying to defend herself.,Accusation,Youtube,18,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
178,katie,07:19,"I'm just saying, I'm just throwing it out there, no one's asked me what I was.",Accusation,Youtube,16,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
187,katie,07:31,"I got shit-faced last night, so.",No Strategy,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
189,katie,07:37,"Oh, am I? Yeah, probably. There was another mason.",Evidence,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
191,katie,07:40,I'm voting for Audrey.,Call for Action,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
195,katie,07:45,Are you voting for Audrey?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
197,katie,07:45,"Yeah, why would he vote for himself?",Interrogation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
199,katie,07:48,No.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
201,katie,07:50,That's what villagers say.,Accusation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
205,katie,07:51,Anyway.,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
207,katie,07:55,"Okay. Audrey, sorry.",No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
209,katie,07:56,I'm sorry.,No Strategy,Youtube,2,game1 - One Night Ultimate Werewolf 2 The Drunk,audrey,Werewolf,dan,Villagers
14,audrey,02:24,"What were you, Dylan?",Interrogation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
24,audrey,02:39,What were you?,Interrogation,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
29,audrey,02:53,I'm a villager again.,Identity Declaration,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
31,audrey,03:00,"Yeah, what were you?",Interrogation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
40,audrey,03:24,Did you switch with me?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
47,audrey,03:36,Why can't you just participate?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
49,audrey,03:38,Why won't you just participate?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
59,audrey,03:51,"Dan, what were you?",Interrogation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
62,audrey,03:55,So then what is Dan?,Interrogation,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
66,audrey,03:58,"Oh, is Dan a werewolf now?",Interrogation,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
68,audrey,04:03,Right. He said he was a werewolf.,Accusation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
71,audrey,04:05,"He said, ""I think that makes Dan a werewolf now.""",Accusation,Youtube,10,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
85,audrey,04:33,Is this a livestream?,No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
87,audrey,04:40,He's going to edit himself-,No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
89,audrey,04:46,... swapping Dylan and him. I can't trust anything anymore.,No Strategy,Youtube,10,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
92,audrey,04:53,Doesn't anybody care what I am?,Interrogation,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
95,audrey,04:55,"I know, but why do you guys believe me?",Interrogation,Youtube,9,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
98,audrey,05:03,"Yeah, well, it's because I am.",Identity Declaration,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
98,audrey,05:03,"Yeah, well, it's because I am.",Defense,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
98,audrey,05:03,"Yeah, well, it's because I am.",Evidence,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
100,audrey,05:03,I just want to have a fun role. I always get the villager.,Identity Declaration,Youtube,13,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
103,audrey,05:13,Good!,No Strategy,Youtube,1,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
105,audrey,05:15,I won't get it. I still get the villager somehow.,No Strategy,Youtube,10,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
115,audrey,05:28,We've got two and a half minutes!,No Strategy,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
119,audrey,05:37,"No, he's so lying. I'm a villager. What a sly dog!",Identity Declaration,Youtube,11,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
119,audrey,05:37,"No, he's so lying. I'm a villager. What a sly dog!",Accusation,Youtube,11,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
121,audrey,05:42,"What a sly dog, you.",No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
123,audrey,05:44,Throwing me under the bus.,No Strategy,Youtube,5,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
131,audrey,05:56,"No. Oh, wait. Did you really? Oh, you switched me? Wait, wait! What are you?",Interrogation,Youtube,15,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
137,audrey,06:05,Am I a werewolf?,Interrogation,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
139,audrey,06:07,"I'm probably not, though.",No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
158,audrey,06:49,"Wait, no.",No Strategy,Youtube,2,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
160,audrey,06:49,"Wait, if Dylan was a werewolf, he wouldn't have been able to do anything.",Accusation,Youtube,14,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
170,audrey,07:05,But I'm not the werewolf! I'm a villager!,Identity Declaration,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
170,audrey,07:05,But I'm not the werewolf! I'm a villager!,Defense,Youtube,8,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
180,audrey,07:19,We don't care!,No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
193,audrey,07:41,What? What did you do to them?,Interrogation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
198,audrey,07:48,"Yeah, but why me? I'm the villager.",Identity Declaration,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
198,audrey,07:48,"Yeah, but why me? I'm the villager.",Interrogation,Youtube,7,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
204,audrey,07:51,"Yeah, it is what villagers say!",Defense,Youtube,6,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
210,audrey,07:56,"Fine, kill me.",No Strategy,Youtube,3,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
212,audrey,07:59,I fucking dare you.,No Strategy,Youtube,4,game1 - One Night Ultimate Werewolf 2 The Drunk,dan,Villager,dan,Villagers
2,caitlynn,00:05,This is awesome.,No Strategy,Youtube,3,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
4,caitlynn,00:57,in this place.,No Strategy,Youtube,3,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
16,caitlynn,02:08,This. Mike?,Interrogation,Youtube,2,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
28,caitlynn,02:44,That's why I'm not going to lie.,No Strategy,Youtube,7,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
33,caitlynn,03:02,I say we vote Mike.,Call for Action,Youtube,5,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
35,caitlynn,03:05,I don't know.,No Strategy,Youtube,3,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
38,caitlynn,03:12,"He could be a werewolf, he could have been that drunk.",Accusation,Youtube,11,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
46,caitlynn,03:35,I was an Insomniac.,Identity Declaration,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
46,caitlynn,03:35,I was an Insomniac.,Evidence,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
48,caitlynn,03:38,And I woke up as a minion.,Identity Declaration,Youtube,7,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
48,caitlynn,03:38,And I woke up as a minion.,Evidence,Youtube,7,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
51,caitlynn,03:49,I don't...,No Strategy,Youtube,2,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
53,caitlynn,04:01,I swear this garden.,No Strategy,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
59,caitlynn,04:09,It could've been that guy.,No Strategy,Youtube,5,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
74,caitlynn,04:56,We've had this dumb luck before.,No Strategy,Youtube,6,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
90,caitlynn,05:30,You switched our cards.,Accusation,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
92,caitlynn,05:33,I was an insomniac.,Identity Declaration,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
94,caitlynn,05:37,Right?,No Strategy,Youtube,1,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
98,caitlynn,05:50,Why would I admit to being a minion if I didn't know that I was a minion and I'm not a good enough liar to get out of it? So I don't know.,Defense,Youtube,33,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Minion,justin,Villagers
6,justin,01:05,That bass line.,No Strategy,Youtube,3,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
13,justin,01:31,Who? Oh.,Interrogation,Youtube,2,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
19,justin,02:20,What did you see?,Interrogation,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
23,justin,02:33,"So Mitch is immediately putting me under the bus. We're all agreeing on that, right?",Interrogation,Youtube,15,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
30,justin,02:46,It was pretty good.,No Strategy,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
43,justin,03:30,So what would you find more believable if I said? If said Mitchell or if I said Caitlynn?,Interrogation,Youtube,18,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
45,justin,03:34,Yeah.,No Strategy,Youtube,1,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
49,justin,03:40,"Yeah? So then in that case, the answer would be Mitchell. I'm just testing the waters to see what answers you guys find most believable.",No Strategy,Youtube,25,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
62,justin,04:16,"You know that's life, right? One second you have a minion, next second.",No Strategy,Youtube,13,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
66,justin,04:32,"Yeah, that's pretty solid. Unless you know Mike is also lying, right?",Interrogation,Youtube,12,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
68,justin,04:40,What if he was the robber?,Interrogation,Youtube,6,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
70,justin,04:45,"Yeah, he robbed me.",Evidence,Youtube,4,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
82,justin,05:16,Yeah Mitch-,No Strategy,Youtube,2,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
101,justin,06:03,But I felt really strongly for Mitchell's case and I don't like when you guys sway me away from dumbbell to four.,No Strategy,Youtube,22,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
103,justin,06:09,"No man, voting for me is the most logical one. I just don't want to get fucked if Mike was the robber. No vote for me because Mitch's thing was great, but-",Call for Action,Youtube,32,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
103,justin,06:09,"No man, voting for me is the most logical one. I just don't want to get fucked if Mike was the robber. No vote for me because Mitch's thing was great, but-",Defense,Youtube,32,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,caitlynn,Werewolf,justin,Villagers
8,mike,01:17,Wake up.,No Strategy,Youtube,2,game11 - ONE NIGHT ULTIMATE WEREWOLF  Retro 4,justin,Robber,justin,Villagers
